# t numerical exact difference
5.451 13.8769 13.8794 0.00244962
5.452 13.8806 13.8831 0.0024502
5.453 13.8844 13.8868 0.00245078
5.454 13.8881 13.8905 0.00245135
5.455 13.8918 13.8943 0.00245193
5.456 13.8955 13.898 0.00245251
5.457 13.8993 13.9017 0.00245309
5.458 13.903 13.9054 0.00245367
5.459 13.9067 13.9092 0.00245425
5.46 13.9104 13.9129 0.00245483
5.461 13.9142 13.9166 0.00245541
5.462 13.9179 13.9204 0.00245599
5.463 13.9216 13.9241 0.00245657
5.464 13.9254 13.9278 0.00245715
5.465 13.9291 13.9316 0.00245772
5.466 13.9328 13.9353 0.0024583
5.467 13.9366 13.939 0.00245888
5.468 13.9403 13.9428 0.00245946
5.469 13.944 13.9465 0.00246004
5.47 13.9478 13.9502 0.00246062
5.471 13.9515 13.954 0.0024612
5.472 13.9552 13.9577 0.00246178
5.473 13.959 13.9614 0.00246236
5.474 13.9627 13.9652 0.00246294
5.475 13.9664 13.9689 0.00246352
5.476 13.9702 13.9726 0.0024641
5.477 13.9739 13.9764 0.00246468
5.478 13.9777 13.9801 0.00246526
5.479 13.9814 13.9839 0.00246584
5.48 13.9851 13.9876 0.00246642
5.481 13.9889 13.9913 0.002467
5.482 13.9926 13.9951 0.00246758
5.483 13.9964 13.9988 0.00246816
5.484 14.0001 14.0026 0.00246874
5.485 14.0038 14.0063 0.00246932
5.486 14.0076 14.01 0.0024699
5.487 14.0113 14.0138 0.00247048
5.488 14.0151 14.0175 0.00247106
5.489 14.0188 14.0213 0.00247164
5.49 14.0226 14.025 0.00247222
5.491 14.0263 14.0288 0.0024728
5.492 14.03 14.0325 0.00247338
5.493 14.0338 14.0363 0.00247396
5.494 14.0375 14.04 0.00247454
5.495 14.0413 14.0438 0.00247512
5.496 14.045 14.0475 0.0024757
5.497 14.0488 14.0513 0.00247628
5.498 14.0525 14.055 0.00247686
5.499 14.0563 14.0588 0.00247744
5.5 14.06 14.0625 0.00247802
5.501 14.0638 14.0663 0.0024786
5.502 14.0675 14.07 0.00247918
5.503 14.0713 14.0738 0.00247976
5.504 14.075 14.0775 0.00248034
5.505 14.0788 14.0813 0.00248092
5.506 14.0825 14.085 0.0024815
5.507 14.0863 14.0888 0.00248208
5.508 14.09 14.0925 0.00248266
5.509 14.0938 14.0963 0.00248324
5.51 14.0975 14.1 0.00248382
5.511 14.1013 14.1038 0.0024844
5.512 14.1051 14.1075 0.00248498
5.513 14.1088 14.1113 0.00248557
5.514 14.1126 14.115 0.00248615
5.515 14.1163 14.1188 0.00248673
5.516 14.1201 14.1226 0.00248731
5.517 14.1238 14.1263 0.00248789
5.518 14.1276 14.1301 0.00248847
5.519 14.1314 14.1338 0.00248905
5.52 14.1351 14.1376 0.00248963
5.521 14.1389 14.1414 0.00249021
5.522 14.1426 14.1451 0.00249079
5.523 14.1464 14.1489 0.00249138
5.524 14.1502 14.1526 0.00249196
5.525 14.1539 14.1564 0.00249254
5.526 14.1577 14.1602 0.00249312
5.527 14.1614 14.1639 0.0024937
5.528 14.1652 14.1677 0.00249428
5.529 14.169 14.1715 0.00249486
5.53 14.1727 14.1752 0.00249544
5.531 14.1765 14.179 0.00249603
5.532 14.1803 14.1828 0.00249661
5.533 14.184 14.1865 0.00249719
5.534 14.1878 14.1903 0.00249777
5.535 14.1916 14.1941 0.00249835
5.536 14.1953 14.1978 0.00249893
5.537 14.1991 14.2016 0.00249952
5.538 14.2029 14.2054 0.0025001
5.539 14.2066 14.2091 0.00250068
5.54 14.2104 14.2129 0.00250126
5.541 14.2142 14.2167 0.00250184
5.542 14.2179 14.2204 0.00250242
5.543 14.2217 14.2242 0.00250301
5.544 14.2255 14.228 0.00250359
5.545 14.2293 14.2318 0.00250417
5.546 14.233 14.2355 0.00250475
5.547 14.2368 14.2393 0.00250533
5.548 14.2406 14.2431 0.00250592
5.549 14.2443 14.2469 0.0025065
5.55 14.2481 14.2506 0.00250708
5.551 14.2519 14.2544 0.00250766
5.552 14.2557 14.2582 0.00250824
5.553 14.2594 14.262 0.00250883
5.554 14.2632 14.2657 0.00250941
5.555 14.267 14.2695 0.00250999
5.556 14.2708 14.2733 0.00251057
5.557 14.2746 14.2771 0.00251115
5.558 14.2783 14.2808 0.00251174
5.559 14.2821 14.2846 0.00251232
5.56 14.2859 14.2884 0.0025129
5.561 14.2897 14.2922 0.00251348
5.562 14.2934 14.296 0.00251407
5.563 14.2972 14.2997 0.00251465
5.564 14.301 14.3035 0.00251523
5.565 14.3048 14.3073 0.00251581
5.566 14.3086 14.3111 0.0025164
5.567 14.3124 14.3149 0.00251698
5.568 14.3161 14.3187 0.00251756
5.569 14.3199 14.3224 0.00251814
5.57 14.3237 14.3262 0.00251873
5.571 14.3275 14.33 0.00251931
5.572 14.3313 14.3338 0.00251989
5.573 14.3351 14.3376 0.00252048
5.574 14.3388 14.3414 0.00252106
5.575 14.3426 14.3452 0.00252164
5.576 14.3464 14.3489 0.00252222
5.577 14.3502 14.3527 0.00252281
5.578 14.354 14.3565 0.00252339
5.579 14.3578 14.3603 0.00252397
5.58 14.3616 14.3641 0.00252456
5.581 14.3654 14.3679 0.00252514
5.582 14.3692 14.3717 0.00252572
5.583 14.3729 14.3755 0.00252631
5.584 14.3767 14.3793 0.00252689
5.585 14.3805 14.3831 0.00252747
5.586 14.3843 14.3868 0.00252806
5.587 14.3881 14.3906 0.00252864
5.588 14.3919 14.3944 0.00252922
5.589 14.3957 14.3982 0.0025298
5.59 14.3995 14.402 0.00253039
5.591 14.4033 14.4058 0.00253097
5.592 14.4071 14.4096 0.00253156
5.593 14.4109 14.4134 0.00253214
5.594 14.4147 14.4172 0.00253272
5.595 14.4185 14.421 0.00253331
5.596 14.4223 14.4248 0.00253389
5.597 14.4261 14.4286 0.00253447
5.598 14.4299 14.4324 0.00253506
5.599 14.4337 14.4362 0.00253564
5.6 14.4375 14.44 0.00253622
5.601 14.4413 14.4438 0.00253681
5.602 14.4451 14.4476 0.00253739
5.603 14.4489 14.4514 0.00253798
5.604 14.4527 14.4552 0.00253856
5.605 14.4565 14.459 0.00253914
5.606 14.4603 14.4628 0.00253973
5.607 14.4641 14.4666 0.00254031
5.608 14.4679 14.4704 0.00254089
5.609 14.4717 14.4742 0.00254148
5.61 14.4755 14.478 0.00254206
5.611 14.4793 14.4818 0.00254265
5.612 14.4831 14.4856 0.00254323
5.613 14.4869 14.4894 0.00254381
5.614 14.4907 14.4932 0.0025444
5.615 14.4945 14.4971 0.00254498
5.616 14.4983 14.5009 0.00254557
5.617 14.5021 14.5047 0.00254615
5.618 14.5059 14.5085 0.00254674
5.619 14.5097 14.5123 0.00254732
5.62 14.5136 14.5161 0.0025479
5.621 14.5174 14.5199 0.00254849
5.622 14.5212 14.5237 0.00254907
5.623 14.525 14.5275 0.00254966
5.624 14.5288 14.5313 0.00255024
5.625 14.5326 14.5352 0.00255083
5.626 14.5364 14.539 0.00255141
5.627 14.5402 14.5428 0.002552
5.628 14.544 14.5466 0.00255258
5.629 14.5479 14.5504 0.00255317
5.63 14.5517 14.5542 0.00255375
5.631 14.5555 14.558 0.00255433
5.632 14.5593 14.5619 0.00255492
5.633 14.5631 14.5657 0.0025555
5.634 14.5669 14.5695 0.00255609
5.635 14.5707 14.5733 0.00255667
5.636 14.5746 14.5771 0.00255726
5.637 14.5784 14.5809 0.00255784
5.638 14.5822 14.5848 0.00255843
5.639 14.586 14.5886 0.00255901
5.64 14.5898 14.5924 0.0025596
5.641 14.5937 14.5962 0.00256018
5.642 14.5975 14.6 0.00256077
5.643 14.6013 14.6039 0.00256135
5.644 14.6051 14.6077 0.00256194
5.645 14.6089 14.6115 0.00256252
5.646 14.6128 14.6153 0.00256311
5.647 14.6166 14.6192 0.00256369
5.648 14.6204 14.623 0.00256428
5.649 14.6242 14.6268 0.00256487
5.65 14.6281 14.6306 0.00256545
5.651 14.6319 14.6345 0.00256604
5.652 14.6357 14.6383 0.00256662
5.653 14.6395 14.6421 0.00256721
5.654 14.6434 14.6459 0.00256779
5.655 14.6472 14.6498 0.00256838
5.656 14.651 14.6536 0.00256896
5.657 14.6548 14.6574 0.00256955
5.658 14.6587 14.6612 0.00257013
5.659 14.6625 14.6651 0.00257072
5.66 14.6663 14.6689 0.00257131
5.661 14.6702 14.6727 0.00257189
5.662 14.674 14.6766 0.00257248
5.663 14.6778 14.6804 0.00257306
5.664 14.6817 14.6842 0.00257365
5.665 14.6855 14.6881 0.00257423
5.666 14.6893 14.6919 0.00257482
5.667 14.6931 14.6957 0.00257541
5.668 14.697 14.6996 0.00257599
5.669 14.7008 14.7034 0.00257658
5.67 14.7046 14.7072 0.00257716
5.671 14.7085 14.7111 0.00257775
5.672 14.7123 14.7149 0.00257834
5.673 14.7162 14.7187 0.00257892
5.674 14.72 14.7226 0.00257951
5.675 14.7238 14.7264 0.00258009
5.676 14.7277 14.7302 0.00258068
5.677 14.7315 14.7341 0.00258127
5.678 14.7353 14.7379 0.00258185
5.679 14.7392 14.7418 0.00258244
5.68 14.743 14.7456 0.00258303
5.681 14.7469 14.7494 0.00258361
5.682 14.7507 14.7533 0.0025842
5.683 14.7545 14.7571 0.00258478
5.684 14.7584 14.761 0.00258537
5.685 14.7622 14.7648 0.00258596
5.686 14.7661 14.7686 0.00258654
5.687 14.7699 14.7725 0.00258713
5.688 14.7737 14.7763 0.00258772
5.689 14.7776 14.7802 0.0025883
5.69 14.7814 14.784 0.00258889
5.691 14.7853 14.7879 0.00258948
5.692 14.7891 14.7917 0.00259006
5.693 14.793 14.7956 0.00259065
5.694 14.7968 14.7994 0.00259124
5.695 14.8007 14.8033 0.00259182
5.696 14.8045 14.8071 0.00259241
5.697 14.8084 14.811 0.002593
5.698 14.8122 14.8148 0.00259358
5.699 14.8161 14.8187 0.00259417
5.7 14.8199 14.8225 0.00259476
5.701 14.8238 14.8264 0.00259535
5.702 14.8276 14.8302 0.00259593
5.703 14.8315 14.8341 0.00259652
5.704 14.8353 14.8379 0.00259711
5.705 14.8392 14.8418 0.00259769
5.706 14.843 14.8456 0.00259828
5.707 14.8469 14.8495 0.00259887
5.708 14.8507 14.8533 0.00259946
5.709 14.8546 14.8572 0.00260004
5.71 14.8584 14.861 0.00260063
5.711 14.8623 14.8649 0.00260122
5.712 14.8661 14.8687 0.0026018
5.713 14.87 14.8726 0.00260239
5.714 14.8738 14.8764 0.00260298
5.715 14.8777 14.8803 0.00260357
5.716 14.8816 14.8842 0.00260415
5.717 14.8854 14.888 0.00260474
5.718 14.8893 14.8919 0.00260533
5.719 14.8931 14.8957 0.00260592
5.72 14.897 14.8996 0.0026065
5.721 14.9009 14.9035 0.00260709
5.722 14.9047 14.9073 0.00260768
5.723 14.9086 14.9112 0.00260827
5.724 14.9124 14.915 0.00260886
5.725 14.9163 14.9189 0.00260944
5.726 14.9202 14.9228 0.00261003
5.727 14.924 14.9266 0.00261062
5.728 14.9279 14.9305 0.00261121
5.729 14.9317 14.9344 0.00261179
5.73 14.9356 14.9382 0.00261238
5.731 14.9395 14.9421 0.00261297
5.732 14.9433 14.946 0.00261356
5.733 14.9472 14.9498 0.00261415
5.734 14.9511 14.9537 0.00261473
5.735 14.9549 14.9576 0.00261532
5.736 14.9588 14.9614 0.00261591
5.737 14.9627 14.9653 0.0026165
5.738 14.9665 14.9692 0.00261709
5.739 14.9704 14.973 0.00261768
5.74 14.9743 14.9769 0.00261826
5.741 14.9782 14.9808 0.00261885
5.742 14.982 14.9846 0.00261944
5.743 14.9859 14.9885 0.00262003
5.744 14.9898 14.9924 0.00262062
5.745 14.9936 14.9963 0.00262121
5.746 14.9975 15.0001 0.00262179
5.747 15.0014 15.004 0.00262238
5.748 15.0053 15.0079 0.00262297
5.749 15.0091 15.0118 0.00262356
5.75 15.013 15.0156 0.00262415
5.751 15.0169 15.0195 0.00262474
5.752 15.0208 15.0234 0.00262533
5.753 15.0246 15.0273 0.00262591
5.754 15.0285 15.0311 0.0026265
5.755 15.0324 15.035 0.00262709
5.756 15.0363 15.0389 0.00262768
5.757 15.0401 15.0428 0.00262827
5.758 15.044 15.0466 0.00262886
5.759 15.0479 15.0505 0.00262945
5.76 15.0518 15.0544 0.00263004
5.761 15.0556 15.0583 0.00263062
5.762 15.0595 15.0622 0.00263121
5.763 15.0634 15.066 0.0026318
5.764 15.0673 15.0699 0.00263239
5.765 15.0712 15.0738 0.00263298
5.766 15.0751 15.0777 0.00263357
5.767 15.0789 15.0816 0.00263416
5.768 15.0828 15.0855 0.00263475
5.769 15.0867 15.0893 0.00263534
5.77 15.0906 15.0932 0.00263593
5.771 15.0945 15.0971 0.00263652
5.772 15.0984 15.101 0.00263711
5.773 15.1022 15.1049 0.00263769
5.774 15.1061 15.1088 0.00263828
5.775 15.11 15.1127 0.00263887
5.776 15.1139 15.1165 0.00263946
5.777 15.1178 15.1204 0.00264005
5.778 15.1217 15.1243 0.00264064
5.779 15.1256 15.1282 0.00264123
5.78 15.1295 15.1321 0.00264182
5.781 15.1333 15.136 0.00264241
5.782 15.1372 15.1399 0.002643
5.783 15.1411 15.1438 0.00264359
5.784 15.145 15.1477 0.00264418
5.785 15.1489 15.1516 0.00264477
5.786 15.1528 15.1554 0.00264536
5.787 15.1567 15.1593 0.00264595
5.788 15.1606 15.1632 0.00264654
5.789 15.1645 15.1671 0.00264713
5.79 15.1684 15.171 0.00264772
5.791 15.1723 15.1749 0.00264831
5.792 15.1762 15.1788 0.0026489
5.793 15.1801 15.1827 0.00264949
5.794 15.184 15.1866 0.00265008
5.795 15.1879 15.1905 0.00265067
5.796 15.1918 15.1944 0.00265126
5.797 15.1957 15.1983 0.00265185
5.798 15.1995 15.2022 0.00265244
5.799 15.2034 15.2061 0.00265303
5.8 15.2073 15.21 0.00265362
5.801 15.2112 15.2139 0.00265421
5.802 15.2151 15.2178 0.0026548
5.803 15.219 15.2217 0.00265539
5.804 15.2229 15.2256 0.00265598
5.805 15.2268 15.2295 0.00265657
5.806 15.2308 15.2334 0.00265716
5.807 15.2347 15.2373 0.00265775
5.808 15.2386 15.2412 0.00265834
5.809 15.2425 15.2451 0.00265893
5.81 15.2464 15.249 0.00265952
5.811 15.2503 15.2529 0.00266011
5.812 15.2542 15.2568 0.0026607
5.813 15.2581 15.2607 0.00266129
5.814 15.262 15.2646 0.00266188
5.815 15.2659 15.2686 0.00266248
5.816 15.2698 15.2725 0.00266307
5.817 15.2737 15.2764 0.00266366
5.818 15.2776 15.2803 0.00266425
5.819 15.2815 15.2842 0.00266484
5.82 15.2854 15.2881 0.00266543
5.821 15.2893 15.292 0.00266602
5.822 15.2933 15.2959 0.00266661
5.823 15.2972 15.2998 0.0026672
5.824 15.3011 15.3037 0.00266779
5.825 15.305 15.3077 0.00266838
5.826 15.3089 15.3116 0.00266897
5.827 15.3128 15.3155 0.00266957
5.828 15.3167 15.3194 0.00267016
5.829 15.3206 15.3233 0.00267075
5.83 15.3246 15.3272 0.00267134
5.831 15.3285 15.3311 0.00267193
5.832 15.3324 15.3351 0.00267252
5.833 15.3363 15.339 0.00267311
5.834 15.3402 15.3429 0.0026737
5.835 15.3441 15.3468 0.0026743
5.836 15.348 15.3507 0.00267489
5.837 15.352 15.3546 0.00267548
5.838 15.3559 15.3586 0.00267607
5.839 15.3598 15.3625 0.00267666
5.84 15.3637 15.3664 0.00267725
5.841 15.3676 15.3703 0.00267784
5.842 15.3716 15.3742 0.00267844
5.843 15.3755 15.3782 0.00267903
5.844 15.3794 15.3821 0.00267962
5.845 15.3833 15.386 0.00268021
5.846 15.3872 15.3899 0.0026808
5.847 15.3912 15.3939 0.00268139
5.848 15.3951 15.3978 0.00268199
5.849 15.399 15.4017 0.00268258
5.85 15.4029 15.4056 0.00268317
5.851 15.4069 15.4096 0.00268376
5.852 15.4108 15.4135 0.00268435
5.853 15.4147 15.4174 0.00268494
5.854 15.4186 15.4213 0.00268554
5.855 15.4226 15.4253 0.00268613
5.856 15.4265 15.4292 0.00268672
5.857 15.4304 15.4331 0.00268731
5.858 15.4344 15.437 0.0026879
5.859 15.4383 15.441 0.0026885
5.86 15.4422 15.4449 0.00268909
5.861 15.4461 15.4488 0.00268968
5.862 15.4501 15.4528 0.00269027
5.863 15.454 15.4567 0.00269086
5.864 15.4579 15.4606 0.00269146
5.865 15.4619 15.4646 0.00269205
5.866 15.4658 15.4685 0.00269264
5.867 15.4697 15.4724 0.00269323
5.868 15.4737 15.4764 0.00269383
5.869 15.4776 15.4803 0.00269442
5.87 15.4815 15.4842 0.00269501
5.871 15.4855 15.4882 0.0026956
5.872 15.4894 15.4921 0.0026962
5.873 15.4933 15.496 0.00269679
5.874 15.4973 15.5 0.00269738
5.875 15.5012 15.5039 0.00269797
5.876 15.5051 15.5078 0.00269857
5.877 15.5091 15.5118 0.00269916
5.878 15.513 15.5157 0.00269975
5.879 15.517 15.5197 0.00270034
5.88 15.5209 15.5236 0.00270094
5.881 15.5248 15.5275 0.00270153
5.882 15.5288 15.5315 0.00270212
5.883 15.5327 15.5354 0.00270272
5.884 15.5367 15.5394 0.00270331
5.885 15.5406 15.5433 0.0027039
5.886 15.5445 15.5472 0.00270449
5.887 15.5485 15.5512 0.00270509
5.888 15.5524 15.5551 0.00270568
5.889 15.5564 15.5591 0.00270627
5.89 15.5603 15.563 0.00270687
5.891 15.5643 15.567 0.00270746
5.892 15.5682 15.5709 0.00270805
5.893 15.5722 15.5749 0.00270865
5.894 15.5761 15.5788 0.00270924
5.895 15.58 15.5828 0.00270983
5.896 15.584 15.5867 0.00271043
5.897 15.5879 15.5907 0.00271102
5.898 15.5919 15.5946 0.00271161
5.899 15.5958 15.5986 0.00271221
5.9 15.5998 15.6025 0.0027128
5.901 15.6037 15.6065 0.00271339
5.902 15.6077 15.6104 0.00271399
5.903 15.6116 15.6144 0.00271458
5.904 15.6156 15.6183 0.00271517
5.905 15.6195 15.6223 0.00271577
5.906 15.6235 15.6262 0.00271636
5.907 15.6274 15.6302 0.00271695
5.908 15.6314 15.6341 0.00271755
5.909 15.6354 15.6381 0.00271814
5.91 15.6393 15.642 0.00271873
5.911 15.6433 15.646 0.00271933
5.912 15.6472 15.6499 0.00271992
5.913 15.6512 15.6539 0.00272052
5.914 15.6551 15.6578 0.00272111
5.915 15.6591 15.6618 0.0027217
5.916 15.663 15.6658 0.0027223
5.917 15.667 15.6697 0.00272289
5.918 15.671 15.6737 0.00272348
5.919 15.6749 15.6776 0.00272408
5.92 15.6789 15.6816 0.00272467
5.921 15.6828 15.6856 0.00272527
5.922 15.6868 15.6895 0.00272586
5.923 15.6908 15.6935 0.00272645
5.924 15.6947 15.6974 0.00272705
5.925 15.6987 15.7014 0.00272764
5.926 15.7026 15.7054 0.00272824
5.927 15.7066 15.7093 0.00272883
5.928 15.7106 15.7133 0.00272943
5.929 15.7145 15.7173 0.00273002
5.93 15.7185 15.7212 0.00273061
5.931 15.7225 15.7252 0.00273121
5.932 15.7264 15.7292 0.0027318
5.933 15.7304 15.7331 0.0027324
5.934 15.7344 15.7371 0.00273299
5.935 15.7383 15.7411 0.00273359
5.936 15.7423 15.745 0.00273418
5.937 15.7463 15.749 0.00273478
5.938 15.7502 15.753 0.00273537
5.939 15.7542 15.7569 0.00273596
5.94 15.7582 15.7609 0.00273656
5.941 15.7621 15.7649 0.00273715
5.942 15.7661 15.7688 0.00273775
5.943 15.7701 15.7728 0.00273834
5.944 15.774 15.7768 0.00273894
5.945 15.778 15.7808 0.00273953
5.946 15.782 15.7847 0.00274013
5.947 15.786 15.7887 0.00274072
5.948 15.7899 15.7927 0.00274132
5.949 15.7939 15.7967 0.00274191
5.95 15.7979 15.8006 0.00274251
5.951 15.8019 15.8046 0.0027431
5.952 15.8058 15.8086 0.0027437
5.953 15.8098 15.8126 0.00274429
5.954 15.8138 15.8165 0.00274489
5.955 15.8178 15.8205 0.00274548
5.956 15.8217 15.8245 0.00274608
5.957 15.8257 15.8285 0.00274667
5.958 15.8297 15.8324 0.00274727
5.959 15.8337 15.8364 0.00274786
5.96 15.8377 15.8404 0.00274846
5.961 15.8416 15.8444 0.00274905
5.962 15.8456 15.8484 0.00274965
5.963 15.8496 15.8523 0.00275024
5.964 15.8536 15.8563 0.00275084
5.965 15.8576 15.8603 0.00275144
5.966 15.8615 15.8643 0.00275203
5.967 15.8655 15.8683 0.00275263
5.968 15.8695 15.8723 0.00275322
5.969 15.8735 15.8762 0.00275382
5.97 15.8775 15.8802 0.00275441
5.971 15.8815 15.8842 0.00275501
5.972 15.8854 15.8882 0.0027556
5.973 15.8894 15.8922 0.0027562
5.974 15.8934 15.8962 0.0027568
5.975 15.8974 15.9002 0.00275739
5.976 15.9014 15.9041 0.00275799
5.977 15.9054 15.9081 0.00275858
5.978 15.9094 15.9121 0.00275918
5.979 15.9134 15.9161 0.00275977
5.98 15.9173 15.9201 0.00276037
5.981 15.9213 15.9241 0.00276097
5.982 15.9253 15.9281 0.00276156
5.983 15.9293 15.9321 0.00276216
5.984 15.9333 15.9361 0.00276275
5.985 15.9373 15.9401 0.00276335
5.986 15.9413 15.944 0.00276395
5.987 15.9453 15.948 0.00276454
5.988 15.9493 15.952 0.00276514
5.989 15.9533 15.956 0.00276574
5.99 15.9573 15.96 0.00276633
5.991 15.9613 15.964 0.00276693
5.992 15.9652 15.968 0.00276752
5.993 15.9692 15.972 0.00276812
5.994 15.9732 15.976 0.00276872
5.995 15.9772 15.98 0.00276931
5.996 15.9812 15.984 0.00276991
5.997 15.9852 15.988 0.00277051
5.998 15.9892 15.992 0.0027711
5.999 15.9932 15.996 0.0027717
6 15.9972 16 0.0027723
6.001 16.0012 16.004 0.00277289
6.002 16.0052 16.008 0.00277349
6.003 16.0092 16.012 0.00277409
6.004 16.0132 16.016 0.00277468
6.005 16.0172 16.02 0.00277528
6.006 16.0212 16.024 0.00277588
6.007 16.0252 16.028 0.00277647
6.008 16.0292 16.032 0.00277707
6.009 16.0332 16.036 0.00277767
6.01 16.0372 16.04 0.00277826
6.011 16.0413 16.044 0.00277886
6.012 16.0453 16.048 0.00277946
6.013 16.0493 16.052 0.00278005
6.014 16.0533 16.056 0.00278065
6.015 16.0573 16.0601 0.00278125
6.016 16.0613 16.0641 0.00278184
6.017 16.0653 16.0681 0.00278244
6.018 16.0693 16.0721 0.00278304
6.019 16.0733 16.0761 0.00278364
6.02 16.0773 16.0801 0.00278423
6.021 16.0813 16.0841 0.00278483
6.022 16.0853 16.0881 0.00278543
6.023 16.0893 16.0921 0.00278602
6.024 16.0934 16.0961 0.00278662
6.025 16.0974 16.1002 0.00278722
6.026 16.1014 16.1042 0.00278782
6.027 16.1054 16.1082 0.00278841
6.028 16.1094 16.1122 0.00278901
6.029 16.1134 16.1162 0.00278961
6.03 16.1174 16.1202 0.00279021
6.031 16.1214 16.1242 0.0027908
6.032 16.1255 16.1283 0.0027914
6.033 16.1295 16.1323 0.002792
6.034 16.1335 16.1363 0.0027926
6.035 16.1375 16.1403 0.00279319
6.036 16.1415 16.1443 0.00279379
6.037 16.1455 16.1483 0.00279439
6.038 16.1496 16.1524 0.00279499
6.039 16.1536 16.1564 0.00279558
6.04 16.1576 16.1604 0.00279618
6.041 16.1616 16.1644 0.00279678
6.042 16.1656 16.1684 0.00279738
6.043 16.1697 16.1725 0.00279798
6.044 16.1737 16.1765 0.00279857
6.045 16.1777 16.1805 0.00279917
6.046 16.1817 16.1845 0.00279977
6.047 16.1858 16.1886 0.00280037
6.048 16.1898 16.1926 0.00280096
6.049 16.1938 16.1966 0.00280156
6.05 16.1978 16.2006 0.00280216
6.051 16.2018 16.2047 0.00280276
6.052 16.2059 16.2087 0.00280336
6.053 16.2099 16.2127 0.00280396
6.054 16.2139 16.2167 0.00280455
6.055 16.218 16.2208 0.00280515
6.056 16.222 16.2248 0.00280575
6.057 16.226 16.2288 0.00280635
6.058 16.23 16.2328 0.00280695
6.059 16.2341 16.2369 0.00280755
6.06 16.2381 16.2409 0.00280814
6.061 16.2421 16.2449 0.00280874
6.062 16.2462 16.249 0.00280934
6.063 16.2502 16.253 0.00280994
6.064 16.2542 16.257 0.00281054
6.065 16.2582 16.2611 0.00281114
6.066 16.2623 16.2651 0.00281173
6.067 16.2663 16.2691 0.00281233
6.068 16.2703 16.2732 0.00281293
6.069 16.2744 16.2772 0.00281353
6.07 16.2784 16.2812 0.00281413
6.071 16.2824 16.2853 0.00281473
6.072 16.2865 16.2893 0.00281533
6.073 16.2905 16.2933 0.00281593
6.074 16.2946 16.2974 0.00281652
6.075 16.2986 16.3014 0.00281712
6.076 16.3026 16.3054 0.00281772
6.077 16.3067 16.3095 0.00281832
6.078 16.3107 16.3135 0.00281892
6.079 16.3147 16.3176 0.00281952
6.08 16.3188 16.3216 0.00282012
6.081 16.3228 16.3256 0.00282072
6.082 16.3269 16.3297 0.00282132
6.083 16.3309 16.3337 0.00282192
6.084 16.3349 16.3378 0.00282251
6.085 16.339 16.3418 0.00282311
6.086 16.343 16.3458 0.00282371
6.087 16.3471 16.3499 0.00282431
6.088 16.3511 16.3539 0.00282491
6.089 16.3552 16.358 0.00282551
6.09 16.3592 16.362 0.00282611
6.091 16.3632 16.3661 0.00282671
6.092 16.3673 16.3701 0.00282731
6.093 16.3713 16.3742 0.00282791
6.094 16.3754 16.3782 0.00282851
6.095 16.3794 16.3823 0.00282911
6.096 16.3835 16.3863 0.00282971
6.097 16.3875 16.3904 0.00283031
6.098 16.3916 16.3944 0.00283091
6.099 16.3956 16.3985 0.0028315
6.1 16.3997 16.4025 0.0028321
6.101 16.4037 16.4066 0.0028327
6.102 16.4078 16.4106 0.0028333
6.103 16.4118 16.4147 0.0028339
6.104 16.4159 16.4187 0.0028345
6.105 16.4199 16.4228 0.0028351
6.106 16.424 16.4268 0.0028357
6.107 16.428 16.4309 0.0028363
6.108 16.4321 16.4349 0.0028369
6.109 16.4361 16.439 0.0028375
6.11 16.4402 16.443 0.0028381
6.111 16.4442 16.4471 0.0028387
6.112 16.4483 16.4511 0.0028393
6.113 16.4524 16.4552 0.0028399
6.114 16.4564 16.4592 0.0028405
6.115 16.4605 16.4633 0.0028411
6.116 16.4645 16.4674 0.0028417
6.117 16.4686 16.4714 0.0028423
6.118 16.4726 16.4755 0.0028429
6.119 16.4767 16.4795 0.0028435
6.12 16.4808 16.4836 0.0028441
6.121 16.4848 16.4877 0.0028447
6.122 16.4889 16.4917 0.0028453
6.123 16.4929 16.4958 0.0028459
6.124 16.497 16.4998 0.0028465
6.125 16.5011 16.5039 0.00284711
6.126 16.5051 16.508 0.00284771
6.127 16.5092 16.512 0.00284831
6.128 16.5132 16.5161 0.00284891
6.129 16.5173 16.5202 0.00284951
6.13 16.5214 16.5242 0.00285011
6.131 16.5254 16.5283 0.00285071
6.132 16.5295 16.5324 0.00285131
6.133 16.5336 16.5364 0.00285191
6.134 16.5376 16.5405 0.00285251
6.135 16.5417 16.5446 0.00285311
6.136 16.5458 16.5486 0.00285371
6.137 16.5498 16.5527 0.00285431
6.138 16.5539 16.5568 0.00285491
6.139 16.558 16.5608 0.00285551
6.14 16.562 16.5649 0.00285611
6.141 16.5661 16.569 0.00285672
6.142 16.5702 16.573 0.00285732
6.143 16.5743 16.5771 0.00285792
6.144 16.5783 16.5812 0.00285852
6.145 16.5824 16.5853 0.00285912
6.146 16.5865 16.5893 0.00285972
6.147 16.5905 16.5934 0.00286032
6.148 16.5946 16.5975 0.00286092
6.149 16.5987 16.6016 0.00286152
6.15 16.6028 16.6056 0.00286213
6.151 16.6068 16.6097 0.00286273
6.152 16.6109 16.6138 0.00286333
6.153 16.615 16.6179 0.00286393
6.154 16.6191 16.6219 0.00286453
6.155 16.6231 16.626 0.00286513
6.156 16.6272 16.6301 0.00286573
6.157 16.6313 16.6342 0.00286633
